track,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
Tonight - Nicola Conte New Jazz Version,Koop,0.527,0.859,7,-7.945,1,0.0363,0.0974,0.758,0.269,0.686,86.982,397173,4,16.26672,15,0
Lessons Learned,Tracy Lawrence,0.682,0.719,5,-5.8,1,0.0259,0.281,1.79e-06,0.308,0.755,124.633,177893,4,30.10217,10,1
Laughed Until We Cried,Jason Aldean,0.547,0.485,7,-5.368,1,0.0292,0.467,0,0.0736,0.243,145.057,202520,4,21.08091,13,1
That's What I Love About Sunday,Craig Morgan,0.6,0.56,8,-6.311,1,0.0325,0.479,0,0.111,0.417,139.469,201493,4,19.30223,10,1
Won't You Be My Lollipop,Willie Clayton,0.569,0.553,9,-5.386,0,0.164,0.378,0,0.194,0.345,79.334,253573,4,31.76044,10,0
Flap Your Wings,Nelly,0.897,0.835,4,-3.998,0,0.0652,0.0205,3.41e-06,0.0846,0.885,105.628,243560,4,45.65261,11,1
Monday Morning Church,Alan Jackson,0.557,0.26,4,-15.062,1,0.0321,0.226,0,0.135,0.154,135.922,204467,4,29.36808,12,1
Rabid Death's Curse,Watain,0.167,0.94,11,-4.762,0,0.0901,5.21e-06,0.486,0.137,0.0394,116.05,316747,3,44.87488,13,0
Improvisation Duo II,Guillermo Gregorio,0.454,0.158,0,-9.188,0,0.0452,0.889,0,0.175,0.258,122.15,214987,4,23.89109,12,0
I'm On A Boat,The Lonely Island Featuring T-Pain,0.623,0.871,0,-2.403,1,0.239,0.0465,0,0.111,0.653,150.079,156267,4,25.71464,7,1
Last Call,Lee Ann Womack,0.335,0.584,6,-7.089,1,0.0341,0.794,0.000195,0.0869,0.332,78.509,195467,4,21.46473,7,1
The Rockafeller Skank,Fatboy Slim,0.665,0.991,7,-6.725,1,0.256,0.0117,0.00392,0.339,0.0676,152.596,413880,4,38.97526,18,1
What Are You Waiting for (Alternative Mix),Eden's Curse,0.397,0.846,1,-5.64,0,0.0456,0.000624,1.65e-06,0.0627,0.451,94.935,284133,4,20.9894,17,0
Anything But Mine,Kenny Chesney,0.501,0.496,4,-9.469,1,0.0317,0.0337,0,0.0655,0.364,148.06,324920,4,26.73261,14,1
Anemone,The Brian Jonestown Massacre,0.527,0.636,5,-12.888,0,0.0347,0.0599,0.843,0.204,0.607,83.101,334467,4,42.89345,11,0
Bad Boy This Bad Boy That,Bad Boy's Da Band,0.854,0.705,1,-8.314,1,0.298,0.0262,0,0.0336,0.701,99.989,196693,4,47.45063,8,1
Viva La Vida,Coldplay,0.485,0.619,5,-7.115,0,0.0289,0.0941,3.31e-06,0.109,0.416,138.017,242373,4,29.21786,11,1
Vital Signs,Midnight Juggernauts,0.606,0.721,11,-6.69,0,0.0388,6.51e-05,0.531,0.259,0.192,128.035,323920,4,95.34371,9,0
Turn Off The Light,Nelly Furtado,0.594,0.675,2,-6.368,1,0.102,0.0761,0.000212,0.417,0.687,180.223,276080,4,75.87553,10,1
For Real,Okkervil River,0.35,0.59,2,-7.076,1,0.0389,0.486,0.000778,0.107,0.457,102.336,282627,4,41.20819,9,0
Pop A Top,Alan Jackson,0.699,0.477,2,-9.339,1,0.031,0.291,0,0.164,0.83,118.382,185427,4,22.02614,8,1
Chikon Goalini,Anup Ghoshal,0.697,0.389,0,-14.566,1,0.0426,0.965,0.0389,0.122,0.886,129.878,303800,4,30.54701,17,0
Door 2.12,Mnemic,0.485,0.943,8,-4.315,1,0.0855,2e-06,0.908,0.0515,0.316,99.098,262587,4,38.75762,11,0
Rock and Roll Játék,Aljas Kúszóbab,0.431,0.851,7,-2.907,1,0.0364,0.00242,0,0.301,0.706,169.967,216048,4,34.3027,11,0
Hole In The World,Eagles,0.662,0.39,4,-10.416,1,0.0239,0.46,0,0.179,0.713,82.007,256973,4,44.18196,10,1
My Love Is Your Love,Whitney Houston,0.77,0.475,7,-9.512,1,0.159,0.0557,4.81e-06,0.0607,0.474,82.511,261573,4,26.35996,11,1
"Ennuyir Nee Thaane (From ""Priya"")",K. J. Yesudas,0.609,0.453,4,-11.686,0,0.0414,0.716,0.0239,0.0884,0.825,101.458,289933,3,32.61828,14,0
Intro,Blessed By A Broken Heart,0.444,0.727,0,-6.603,1,0.0321,0.00865,0.914,0.157,0.151,137.99,117280,4,36.64561,6,0
Hunger,Phazm,0.33,0.991,0,-3.235,0,0.261,3.32e-06,0.0577,0.0662,0.39,160.067,241507,4,43.68242,7,0
Upside Down,Jack Johnson,0.787,0.655,6,-8.339,0,0.0431,0.238,0.000171,0.138,0.65,102.485,208653,4,85.26491,7,1
Rainfall,Koan,0.65,0.743,8,-11.213,1,0.051,0.058,0.867,0.0686,0.452,174.006,510098,4,26.22226,21,0
Rational Gaze,Meshuggah,0.311,0.947,6,-6.312,1,0.0752,3.97e-05,0.613,0.232,0.21,133.025,326139,3,45.36822,11,0
Wish You Were Here - Handz Up Club Mix,Jan Wayne,0.583,0.977,5,-7.232,0,0.0565,0.000226,0.0572,0.0757,0.592,145.01,340596,4,33.94665,14,0
Tough,Craig Morgan,0.605,0.386,8,-8.008,1,0.0337,0.553,0,0.152,0.148,132.885,195907,4,51.08081,10,1
ASAP,T.I.,0.79,0.645,9,-5.426,1,0.317,0.335,0,0.405,0.583,158.13,284413,4,34.66587,14,1
Project Wakeup,I See Stars,0.297,0.966,7,-5.981,1,0.141,0.00014,0,0.341,0.2,169.9,145853,4,49.16776,7,0
The Mighty Rio Grande,This Will Destroy You,0.263,0.171,1,-11.748,1,0.0338,0.241,0.87,0.0766,0.038,111.995,676987,4,39.5773,25,0
I Wish I Wasn't,Heather Headley,0.74,0.434,1,-5.714,1,0.0443,0.778,0,0.128,0.333,111.912,255467,4,36.70692,11,1
Deep House Soul - JP and Jones Deep Remix,Vas Floyd,0.716,0.731,4,-8.73,0,0.0451,0.0445,0.74,0.111,0.256,125.019,392640,4,47.05886,15,0
Nothing In This World,KeKe Wyatt Featuring Avant,0.7,0.63,6,-3.344,1,0.0444,0.195,0,0.034,0.399,131.95,251067,4,41.70969,11,1
Ain't I,Yung L.A. Featuring Young Dro & T.I.,0.662,0.827,11,-3.095,1,0.083,0.151,0,0.0908,0.58,77.511,252093,4,26.24182,9,1
"Lean Wit It, Rock Wit It",Dem Franchize Boyz Featuring Lil Peanut & Charlay,0.886,0.62,5,-5.854,1,0.307,0.082,0,0.1,0.6,76.035,229813,4,26.6748,6,1
Beautiful Death,Wintersun,0.323,0.84,0,-7.319,0,0.0493,5.24e-05,0.549,0.411,0.0579,96.981,496303,3,28.26493,16,0
"Arpeggione Sonata in A Minor, D. 821: I. Allegro moderato",Franz Schubert,0.326,0.108,2,-21.001,0,0.0422,0.994,0.826,0.0868,0.19,111.383,517689,4,46.67867,26,0
Good Directions,Billy Currington,0.716,0.72,5,-2.183,1,0.0319,0.307,0,0.135,0.464,122.512,215853,4,47.38545,7,1
Fern,Zoë Keating,0.453,0.286,5,-15.335,1,0.0303,0.719,0.899,0.0987,0.481,140.032,500893,3,40.78228,15,0
No Better Love,Young Gunz Featuring Rell,0.674,0.897,8,-3.053,1,0.259,0.181,0,0.195,0.525,91.194,235907,4,27.62628,9,1
Behold,Joey Fehrenbach,0.585,0.401,8,-10.959,0,0.0359,0.537,0.878,0.147,0.506,158.001,319307,4,49.95129,15,0
When I'm Gone,Eminem,0.619,0.746,10,-5.479,0,0.36,0.0537,0,0.295,0.757,149.944,281133,4,26.19998,15,1
The Weirdness,The Stooges,0.131,0.781,11,-9.502,1,0.0393,0.000469,0.00102,0.133,0.583,204.618,225573,3,28.77146,13,0
Get My Drink On,Toby Keith,0.579,0.955,2,-4.252,1,0.0536,0.0161,0.000304,0.131,0.816,99.869,187053,4,60.78463,8,1
Whiskey Lullaby,Brad Paisley Featuring Alison Krauss,0.587,0.35,2,-10.954,1,0.0318,0.74,0,0.156,0.17,74.479,259453,4,42.00607,14,1
Window,The Album Leaf,0.232,0.076,2,-18.417,1,0.0526,0.72,0.957,0.0604,0.0346,76.373,224107,5,59.80596,6,0
The One,Backstreet Boys,0.663,0.934,5,-4.227,0,0.0348,0.0646,0,0.164,0.621,110.031,226933,4,72.07282,8,1
Mad,Ne-Yo,0.727,0.649,0,-5.356,1,0.0338,0.661,0,0.111,0.669,129.992,254533,4,40.27226,11,1
"Jumpin', Jumpin'",Destiny's Child,0.771,0.685,1,-4.639,1,0.0567,0.00543,0.00157,0.0537,0.683,88.997,230200,4,46.03402,10,1
Pass That Dutch,Missy Elliott,0.899,0.645,10,-11.621,0,0.271,0.0435,0.101,0.358,0.348,110.895,217200,4,59.31261,10,1
Rollin',Limp Bizkit,0.603,0.933,1,-3.358,1,0.171,0.00591,0,0.206,0.709,96.306,213760,4,26.92729,9,1
Punch-Drunk Punk Rock Romance,Every Time I Die,0.18,0.973,7,-4.698,0,0.168,0.000167,0,0.324,0.0896,90.532,274067,4,56.87106,12,0
Unusually Unusual,Lonestar,0.582,0.766,10,-6.972,1,0.0398,0.0538,0,0.0794,0.548,147.338,215867,4,27.95424,7,1
Won't Ask You Again,Subhumans,0.335,0.902,1,-3.932,1,0.073,0.00321,0,0.0641,0.656,177.068,210987,4,17.51982,13,0
Turn It Up,Chamillionaire Featuring Lil' Flip,0.859,0.773,7,-4.549,1,0.266,0.00382,0,0.129,0.691,166.825,274227,4,33.95671,15,1
Act A Fool,Ludacris,0.573,0.906,9,-2.408,1,0.325,0.229,0,0.183,0.775,110.64,270733,5,25.28935,10,1
Burn,Jo Dee Messina,0.43,0.708,7,-6.804,1,0.0351,0.133,0,0.238,0.356,173.706,281427,4,40.50408,11,1
Rock`n`roll radio,Frøya,0.539,0.905,2,-4.179,1,0.0659,0.042,0,0.575,0.71,146.849,192627,4,31.11372,12,0
Buzzin',Shwayze Featuring Cisco Adler,0.85,0.58,2,-8.156,1,0.0563,0.0171,1.41e-06,0.072,0.321,93.018,212280,4,24.02061,8,1
A Body Farm,Cattle Decapitation,0.281,0.991,7,-4.341,0,0.215,0.00057,0.595,0.172,0.0413,123.952,208787,4,41.3123,11,0
Johnny Got His Gun,Nausea,0.234,0.987,9,-7.966,0,0.076,1.12e-06,0.967,0.332,0.28,92.338,102280,4,60.12282,4,0
Tie Me Down,New Boyz Featuring Ray J,0.42,0.787,8,-4.467,1,0.294,0.0104,0,0.198,0.38,97.967,178808,4,19.09272,10,1
No Air,Glee Cast,0.472,0.764,11,-7.249,1,0.0578,0.139,0,0.152,0.489,160.08,262667,4,26.06863,10,1
Sunshine To The Rain,Miri Ben-Ari,0.641,0.715,11,-4.882,0,0.379,0.216,0,0.638,0.849,178.283,271000,4,19.74643,12,0
Barefoot And Crazy,Jack Ingram,0.582,0.908,7,-5.641,1,0.0481,0.000406,0.0012,0.371,0.577,116.986,210493,4,36.09921,7,1
The Kiss,Nicholas Hooper,0.11,0.0114,3,-30.483,1,0.0405,0.834,0.973,0.0804,0.0342,91.484,116067,4,57.59745,5,0
Can't Tell Me Nothing,Kanye West,0.596,0.62,5,-6.133,0,0.039,0.0122,0,0.82,0.102,80.029,271600,4,48.90803,9,1
Screams of Agony,Derdian,0.39,0.991,1,-0.794,0,0.0726,0.0176,0.000663,0.294,0.0754,94.981,311787,4,52.7351,13,0
Live Life,Crush 40,0.493,0.747,11,-5.547,1,0.0293,0.000159,0.00765,0.15,0.482,110.031,338360,4,31.29189,12,0
It Ends Tonight,The All-American Rejects,0.454,0.636,0,-4.731,1,0.0273,0.00228,0,0.154,0.313,87.89,244827,4,33.56965,9,1
Shut Up And Drive,Rihanna,0.735,0.826,1,-4.902,1,0.0349,0.00101,0.129,0.197,0.74,132.964,212280,4,29.97,8,1
Daft Punk Is Playing at My House - Soulwax Shibuya Mix,LCD Soundsystem,0.658,0.954,9,-5.376,1,0.0792,0.000891,9.8e-06,0.115,0.486,132.029,411084,3,37.91539,18,0
It's Five O'Clock Somewhere,Alan Jackson & Jimmy Buffett,0.713,0.772,2,-6.69,1,0.0372,0.208,0,0.211,0.88,125.202,230133,4,26.31016,11,1
You Shouldn't Kiss Me Like This,Toby Keith,0.421,0.79,7,-4.457,1,0.0417,0.319,3.41e-06,0.257,0.303,168.643,221067,4,24.71936,11,1
Honestly,Cartel,0.449,0.903,1,-4.949,1,0.0388,2.48e-05,0,0.133,0.583,144.522,207333,4,60.63311,10,1
L'amour et L'déception,Shaila,0.522,0.968,0,-2.537,1,0.0714,0.0115,4.15e-06,0.347,0.302,107.029,191467,3,69.77228,9,0
Hedninger Fra Helvete,Darkthrone,0.217,0.995,9,-2.856,1,0.175,0.000257,0.0323,0.338,0.0641,124.233,312347,4,52.9184,13,0
Gimme Danger,The Stooges,0.353,0.841,3,-5.095,0,0.0561,0.0034,0.648,0.0631,0.196,132.219,213800,4,44.15489,10,0
Raghunandana - genre: Vocal; Raga: Kedaragowla; Tala: Rupakam,M. Balamuralikrishna,0.547,0.644,6,-7.583,1,0.1,0.707,0.00127,0.338,0.791,146.55,1103160,3,35.96459,54,0
In The End,Linkin Park,0.556,0.864,3,-5.87,0,0.0584,0.00958,0,0.209,0.4,105.143,216880,4,47.8144,7,1
Sri Jimi,Prasanna,0.437,0.547,0,-12.16,1,0.0529,0.806,0.919,0.0781,0.979,184.04,419747,3,60.49079,15,0
Do Somethin',Britney Spears,0.845,0.935,4,-3.262,1,0.0671,0.0278,3.59e-05,0.37,0.962,129.943,204493,4,26.02743,8,1
Beaten Metal,Antibalas,0.807,0.941,9,-7.675,0,0.0891,0.0921,0.85,0.0449,0.464,108.099,352560,4,36.89414,10,0
Un mestiere qualunque,Cor Veleno,0.681,0.778,9,-5.333,0,0.137,0.22,0,0.0735,0.639,84.939,236573,4,36.81188,8,0
Real Nice Rock,Super Time Pilot,0.607,0.238,8,-11.496,1,0.0348,0.489,0,0.0861,0.462,93.305,118400,4,33.58804,7,0
Rock and Roll Heart,Garageland,0.632,0.743,2,-6.832,1,0.026,0.00152,2.05e-05,0.246,0.627,110.007,207613,4,53.26862,12,0
I Believe,Fantasia,0.525,0.446,8,-8.797,1,0.0308,0.357,0,0.161,0.134,133.865,302027,4,57.95096,11,1
My Derailment,Adelitas Way,0.435,0.95,2,-4.747,1,0.0942,0.000103,0,0.321,0.583,159.963,216920,4,20.34142,12,0
Tango del Pecado,Calle 13,0.764,0.749,4,-6.118,0,0.254,0.34,0,0.104,0.813,87.861,253253,4,48.48545,9,0
Eripura,Heavy Metal Perse,0.412,0.512,3,-6.787,0,0.0434,0.0039,0.74,0.34,0.499,75.236,65533,4,13.33278,3,0
Hotel Room Service,Pitbull,0.851,0.629,1,-8.385,1,0.175,0.00705,0.000372,0.0746,0.789,125.984,237640,4,30.64573,7,1
But The NUNS Are Watching,I Set My Friends On Fire,0.348,0.986,5,-3.475,1,0.188,0.00947,0,0.385,0.13,113.336,206387,4,55.20507,9,0
Get Up,Ciara Featuring Chamillionaire,0.941,0.631,1,-5.998,0,0.114,0.0366,1.8e-06,0.0311,0.63,128.597,263373,4,35.58024,11,1
Bonfire,Craig Morgan,0.426,0.917,0,-2.968,1,0.103,0.119,0,0.153,0.506,175.716,179707,4,28.69814,11,1
Thatwamaria - Reeti Gowla - Adi,U. Srinivas,0.505,0.684,5,-8.653,0,0.0456,0.986,0.907,0.383,0.632,100.781,457360,4,22.88505,20,0
Trying To Find Atlantis,Jamie O'Neal,0.61,0.883,4,-4.355,1,0.0444,0.156,4.7e-06,0.29,0.787,167.983,208827,4,23.97967,13,1
Redneck Woman,Gretchen Wilson,0.499,0.825,6,-5.146,1,0.177,0.13,0,0.306,0.753,185.069,221333,4,43.91956,8,1
Among Ancestors,Turisas,0.237,0.847,6,-7.622,0,0.302,0.00388,0.455,0.074,0.237,169.483,316613,4,69.9688,13,0
Need You Now,Lady Antebellum,0.587,0.622,4,-5.535,1,0.0303,0.0927,0.000636,0.2,0.231,107.943,277573,4,41.68766,14,1
Revolution Renaissance,Revolution Renaissance,0.476,0.888,6,-4.47,1,0.0409,0.00111,0,0.0425,0.679,160.103,375933,4,41.83978,11,0
The Hand That Feeds,Nine Inch Nails,0.587,0.99,0,-4.496,1,0.0783,0.0172,0.000668,0.104,0.486,127.992,211680,4,30.50879,9,1
Baby Don't Go,Fabolous Featuring Jermaine Dupri,0.834,0.687,1,-6.473,1,0.105,0.0885,0,0.144,0.491,99.752,216653,4,27.79978,8,1
Destrózame,INSITE,0.482,0.929,0,-5.595,1,0.0468,0.00105,0,0.0729,0.317,97.543,205080,4,40.71426,8,0
I Love This Bar,Toby Keith,0.608,0.825,2,-6.303,1,0.0419,0.024,0.00656,0.346,0.454,115.049,335333,4,25.56418,13,1
America,The Shoes,0.549,0.975,0,-1.988,1,0.161,0.00272,0.000761,0.347,0.708,139.996,148533,4,28.90793,10,0
薔薇と彼女の王子,Heartsrevolution,0.499,0.562,0,-9.957,0,0.0433,0.62,0.696,0.173,0.375,171.006,148987,4,71.83749,6,0
Cosmic Melody,Mark Farina,0.84,0.521,8,-8.47,1,0.0691,0.00799,0.294,0.0815,0.707,129.539,229778,4,82.04937,6,0
See The World,Gomez,0.48,0.753,4,-5.875,1,0.0323,0.0219,0,0.0764,0.455,93.994,243627,4,31.19952,12,0
U Already Know,112 Featuring Foxy Brown,0.694,0.511,8,-9.34,1,0.0449,0.274,0,0.166,0.931,87.014,198880,4,20.94607,10,1
Luv U Better,LL Cool J,0.667,0.809,6,-3.9,1,0.255,0.232,0,0.18,0.718,95.027,287000,4,23.39316,14,1
Do It Well,Jennifer Lopez,0.763,0.81,5,-5.118,0,0.0861,0.0311,0,0.316,0.437,108.004,185933,4,22.41699,9,1
Self Destruction,Kaptain Sun,0.347,0.979,0,-3.891,1,0.0656,1.63e-05,0.0277,0.23,0.565,93.428,180933,4,33.44688,10,0
Shadowplay,The Killers,0.642,0.805,2,-7.238,1,0.0476,0.000781,0.579,0.393,0.352,145.029,247240,4,30.31609,11,1
Jazz,McEnroe,0.528,0.475,10,-8.996,1,0.0296,0.0592,0.0129,0.111,0.486,108.967,303533,4,63.63285,24,0
Absinthe Party At The Fly Honey Warehouse,Minus the Bear,0.233,0.949,7,-5.436,1,0.0539,0.00348,0.081,0.856,0.455,152.267,324267,4,30.5315,16,0
I'm Tryin',Trace Adkins,0.555,0.686,1,-4.883,1,0.0287,0.407,0.00972,0.09,0.437,80.057,221560,4,75.72729,9,1
She Only Smokes When She Drinks,Joe Nichols,0.639,0.457,4,-7.749,1,0.029,0.0805,0.000147,0.114,0.199,77.976,202040,4,22.13949,13,1
What You Know,T.I.,0.551,0.81,11,-4.365,1,0.0344,0.0155,0,0.169,0.332,73.464,274333,4,78.50101,13,1
Schadenfreude,Aesthetic Perfection,0.476,0.997,8,-5.11,0,0.0475,0.000182,0.00577,0.522,0.618,140.02,355333,4,42.91652,12,0
Mamma Mia,Meryl Streep,0.746,0.848,2,-4.638,1,0.0331,0.15,2.18e-06,0.37,0.756,138.047,214907,4,35.80903,11,1
Punk Rawk Show,MxPx,0.295,0.982,0,-4.28,1,0.107,0.019,0,0.383,0.384,97.41,152560,4,26.64545,7,0
MJB Da MVP,Mary J. Blige Featuring The Game & 50 Cent,0.745,0.739,1,-4.461,0,0.083,0.131,1.23e-06,0.101,0.481,100.002,201213,4,19.87742,11,1
Feel Good Time,P!nk Featuring William Orbit,0.558,0.823,10,-4.588,1,0.132,0.0102,9.45e-05,0.209,0.564,138.376,236773,4,32.47064,9,1
Get This Party Started,Stretch Arm Strong,0.37,0.973,9,-3.808,1,0.132,0.00203,0.00024,0.0275,0.802,169.702,124200,4,22.33177,10,0
Kolle Polle,Trio Mio,0.511,0.338,7,-11.606,1,0.0347,0.953,0.397,0.19,0.804,118.026,220733,3,26.78848,11,0
When the Lights Are Down,Kamelot,0.303,0.939,10,-6.377,0,0.0671,5.55e-05,0.0128,0.108,0.369,169.97,221467,4,29.32631,14,0
Heavy Metal Axes,White Skull,0.508,0.945,1,-3.265,1,0.0997,0.000732,0.0333,0.253,0.327,154.987,232133,4,38.57094,14,0
Closer,Cor Veleno,0.724,0.918,6,-3.901,1,0.363,0.413,0,0.374,0.867,155.937,99240,4,28.29348,4,0
Hemorrhage (In My Hands),Fuel,0.301,0.823,1,-4.072,1,0.0433,0.000144,0.000309,0.0833,0.372,152.017,236867,4,47.47331,8,1
Good Girls Go Bad,Cobra Starship Featuring Leighton Meester,0.594,0.874,0,-3.716,1,0.0815,0.0116,0,0.549,0.628,119.964,196413,4,33.48345,7,1
Love Drunk,Boys Like Girls,0.44,0.976,10,-3.17,1,0.141,0.00177,3.39e-06,0.16,0.412,150.005,226707,4,21.24174,12,1
Nee Partha,Hariharan,0.402,0.215,0,-12.825,0,0.0306,0.783,0.0185,0.103,0.167,109.775,288000,3,22.69457,18,0
A Star In The East,Harry Belafonte,0.168,0.0916,4,-22.712,0,0.0425,0.983,0.0984,0.229,0.0391,88.825,255760,3,84.89715,12,0
There's Nothin,Sean Kingston Featuring Elan & Juelz Santana,0.703,0.782,5,-4.16,1,0.141,0.202,0,0.476,0.862,91.029,225653,4,55.51174,10,1
Dogs Of War: Main Title,Christopher Lennertz,0.0958,0.199,3,-14.773,1,0.0369,0.903,0.967,0.0774,0.0397,78.095,178960,3,39.87267,10,0
Gasolina,Daddy Yankee,0.857,0.801,0,-6.499,1,0.0618,0.332,1.2e-06,0.0789,0.753,96.009,192600,4,61.68903,12,1
More Like Her,Miranda Lambert,0.556,0.393,11,-6.589,1,0.025,0.238,0,0.0979,0.213,132.746,208867,4,54.07484,10,1
Come With Me,Deviates,0.477,0.989,2,-3.677,1,0.0975,0.00157,0.0695,0.784,0.621,86.302,177533,4,23.1062,7,0
Pachelbel's Canon in E,Rudimentary Peni,0.223,0.611,4,-6.849,1,0.0492,1.87e-06,0.719,0.178,0.284,110.286,256400,4,45.39209,12,0
The Space Between,Dave Matthews Band,0.406,0.73,9,-6.278,1,0.0315,0.0471,0,0.229,0.207,170.032,242000,4,22.89508,10,1
Opening,Nicholas Hooper,0.218,0.194,7,-21.703,1,0.0426,0.457,0.873,0.11,0.114,142.457,174067,5,34.34827,8,0
I Wanna Talk About Me,Toby Keith,0.765,0.87,5,-5.191,1,0.0499,0.168,0,0.125,0.684,106.06,183960,4,52.69692,8,1
Thillana (Dr.Balamurali Krishna) - genre: Vocal; Raga: Brindavani; Tala: Adi,M. Balamuralikrishna,0.539,0.271,5,-14.093,1,0.182,0.849,0.000744,0.0856,0.329,163.381,1761107,4,72.03116,71,0
Stranger In My House,Tamia,0.676,0.601,0,-4.905,1,0.0297,0.103,0,0.147,0.206,119.94,285387,4,61.03051,13,1
Things That Matter,Rascal Flatts,0.565,0.453,8,-7.76,1,0.0281,0.252,0.000273,0.0793,0.28,126.034,281427,4,94.88924,13,1
Ur Intets Mörker,Pantokrator,0.304,0.977,8,-5.453,0,0.0766,1.45e-05,0.0103,0.0996,0.424,163.28,223960,4,46.79483,9,0
New Theory,Washed Out,0.549,0.865,7,-1.827,1,0.0523,0.0505,0.189,0.147,0.355,100.511,168680,4,56.57571,7,0
Cristina,Tex Tex,0.682,0.908,5,-6.719,0,0.0482,0.0997,0,0.299,0.961,147.331,219973,4,52.64917,11,0
Folk Death 95,Mogwai,0.441,0.748,9,-6.178,0,0.0423,0.0762,0.814,0.344,0.128,108.982,216173,3,93.57873,6,0
BedRock,Young Money Featuring Lloyd,0.733,0.664,8,-6.163,1,0.295,0.102,0,0.191,0.557,148.005,288133,4,24.59674,16,1
So Sick,Arythma,0.41,0.883,6,-5.648,1,0.0384,0.00339,0,0.114,0.518,158.102,191987,4,36.99411,8,0
Koi Fariyaad,Jagjit Singh,0.403,0.439,9,-15.154,0,0.0555,0.073,0.00069,0.0828,0.325,84.822,541347,4,31.80309,25,0
Grillz,"Nelly Featuring Paul Wall, Ali & Gipp",0.863,0.514,4,-7.243,0,0.249,0.0419,0,0.301,0.843,82.985,271160,4,26.96862,13,1
"Why, Why, Why",Billy Currington,0.62,0.921,2,-1.909,1,0.0287,0.244,0,0.358,0.563,97.991,165347,4,38.02131,8,1
Woe,Say Anything,0.321,0.637,7,-5.818,1,0.038,0.177,2.74e-05,0.286,0.44,137.801,247053,4,49.72237,8,0
Wat Da Hook Gon Be,Murphy Lee Featuring Jermaine Dupri,0.927,0.596,10,-7.058,0,0.301,0.0979,0,0.283,0.914,94.997,224667,4,22.05801,13,1
Truth Is,Fantasia,0.707,0.451,11,-10.38,1,0.0761,0.309,0,0.0524,0.616,73.209,236747,4,39.02984,9,1
My Empire’s Doom,Emperor,0.149,0.846,4,-6.65,1,0.0595,0.000699,0.829,0.373,0.316,105.051,270800,3,74.8418,13,0
Brunnsparken,Björn Rosenström,0.647,0.608,2,-7.453,1,0.0414,0.203,0,0.0745,0.681,174.928,247920,4,32.46483,11,0
Let's Go,Trick Daddy Featuring Lil Jon & Twista,0.748,0.767,11,-7.806,0,0.172,0.0267,0,0.334,0.519,133.929,222200,4,29.61862,9,1
Walls,Emery,0.274,0.915,1,-5.259,0,0.167,0.0139,7.37e-05,0.161,0.419,169.161,203707,4,97.39924,7,0
"Ready, Set, Don't Go",Billy Ray Cyrus With Miley Cyrus,0.466,0.721,2,-5.45,1,0.0358,0.285,0,0.148,0.425,76.988,228453,4,29.74239,14,1
If I Was Your Man,Joe,0.71,0.477,1,-7.44,1,0.0397,0.167,1.24e-06,0.128,0.143,94.932,232533,4,51.85431,11,1
Every River,Brooks & Dunn,0.553,0.903,6,-6.131,1,0.0807,0.132,0.000716,0.422,0.312,124.984,209027,4,40.2643,8,1
Cyclops Rock,They Might Be Giants,0.432,0.859,0,-4.825,1,0.0667,0.00297,1.99e-05,0.401,0.538,145.188,158093,4,17.5094,7,0
Bring On The Rain,Jo Dee Messina With Tim McGraw,0.468,0.404,5,-7.25,1,0.0286,0.689,0,0.177,0.148,138.115,240173,4,28.75185,10,1
Pillars,Veil Of Maya,0.371,0.934,1,-7.073,1,0.0972,3.78e-05,0.881,0.337,0.135,141.431,129600,5,19.80417,3,0
Uprising,Flesh Field,0.481,0.945,10,-8.009,0,0.0945,0.00107,0.755,0.119,0.092,149.984,363347,4,80.07877,13,0
Good Is Good,Sheryl Crow,0.481,0.832,6,-3.555,0,0.0342,0.0132,0,0.226,0.336,142.867,257267,4,64.86348,11,1
You Raise Me Up,Josh Groban,0.25,0.136,10,-12.162,1,0.037,0.673,0.000157,0.107,0.0981,118.086,292333,4,28.80315,12,1
Suite For Two Sitars And Indian Folk Ensemble - Part 1,Vijay Raghav Rao,0.419,0.263,10,-12.728,1,0.0451,0.92,0.0644,0.0826,0.504,126.866,966107,4,20.4101,33,0
En by Mellan Två Berg,Engmans Kapell,0.53,0.871,9,-4.164,1,0.0316,0.00524,6.31e-06,0.311,0.763,109.917,270467,4,41.24725,9,0
Behind These Hazel Eyes,Kelly Clarkson,0.548,0.889,9,-4.682,1,0.0382,0.00165,0.00109,0.197,0.425,90.048,198973,4,39.44577,7,1
Who I Am Hates Who I've Been,Relient K,0.398,0.902,3,-3.518,1,0.0861,0.00289,0,0.066,0.491,166.823,232267,4,26.31202,10,1
The Truth About Men,Tracy Byrd,0.648,0.777,5,-5.46,1,0.0323,0.0657,0,0.344,0.895,145.889,178867,4,24.36512,8,1
La Ungene Slippe Korps,Black Debbath,0.367,0.289,5,-11.125,0,0.0358,0.234,0.00471,0.446,0.34,139.969,425227,3,31.51793,18,0
Gotta Get Thru This,Daniel Bedingfield,0.837,0.765,7,-5.007,0,0.0631,0.0852,7.08e-05,0.1,0.912,133.57,161200,4,34.58518,10,1
Achorripsis,Iannis Xenakis,0.233,0.261,0,-17.975,1,0.056,0.179,0.181,0.056,0.0809,63.098,404147,3,100.66991,13,0
